,year,ceremony,award,id1,nom1,id2,nom2,id3,nom3,id4,nom4,nominated,winner
1306,2011 Awards,Oscar,Best Achievement in Sound Editing,tt1403865,,tt1403865,True Grit,nm0509792,Skip Lievsay,nm0075389,Craig Berkey,1,0
1307,2011 Awards,Oscar,Best Achievement in Sound Editing,tt0477080,,tt0477080,Unstoppable,nm0831057,Mark P. Stoeckinger,,,1,0
1308,2011 Awards,Oscar,Best Achievement in Visual Effects,tt1375666,,tt1375666,Inception,nm0179269,Chris Corbould,nm0516916,Andrew Lockley,1,1
1309,2011 Awards,Oscar,Best Achievement in Visual Effects,tt1014759,,tt1014759,Alice in Wonderland,nm0707822,Ken Ralston,nm0770258,David Schaub,1,0
1310,2011 Awards,Oscar,Best Achievement in Visual Effects,tt0926084,,tt0926084,Harry Potter and the Deathly Hallows: Part 1,tt0926084,Harry Potter and the Deathly Hallows - Part 1 (original title),nm0121888,Tim Burke,1,0
1311,2011 Awards,Oscar,Best Achievement in Visual Effects,tt1212419,,tt1212419,Hereafter,nm0654424,Michael Owens,nm0341985,Bryan Grill,1,0
1312,2011 Awards,Oscar,Best Achievement in Visual Effects,tt1228705,,tt1228705,Iron Man 2,nm0802938,Janek Sirrs,nm0811240,Ben Snow,1,0
1313,2011 Awards,Oscar,"Best Short Film, Animated",tt1669698,,tt1669698,The Lost Thing,nm1316810,Shaun Tan,nm0749509,Andrew Ruhemann,1,1
1314,2011 Awards,Oscar,"Best Short Film, Animated",tt1620446,,tt1620446,Day & Night,nm0628599,Teddy Newton,,,1,0
1315,2011 Awards,Oscar,"Best Short Film, Animated",tt1470652,,tt1470652,Let's Pollute,nm0091161,Geefwee Boedoe,,,1,0
1316,2011 Awards,Oscar,"Best Short Film, Animated",tt1590114,,tt1590114,"Madagascar, a Journey Diary",tt1590114,"Madagascar, carnet de voyage (original title)",nm3777126,Bastien Dubois,1,0
1317,2011 Awards,Oscar,"Best Short Film, Animated",tt1461418,,tt1461418,The Gruffalo,nm2104164,Jakob Schuh,nm3495071,Max Lang,1,0
1318,2011 Awards,Oscar,"Best Short Film, Live Action",tt1631323,,tt1631323,God of Love,nm1487468,Luke Matheny,,,1,1
1319,2011 Awards,Oscar,"Best Short Film, Live Action",tt1764508,,tt1764508,Na Wewe,nm0326006,Ivan Goldschmidt,,,1,0
1320,2011 Awards,Oscar,"Best Short Film, Live Action",tt1687903,,tt1687903,The Confession,nm1823803,Tanel Toom,,,1,0
1321,2011 Awards,Oscar,"Best Short Film, Live Action",tt1509756,,tt1509756,The Crush,nm1739260,Michael Creagh,,,1,0
1322,2011 Awards,Oscar,"Best Short Film, Live Action",tt1518330,,tt1518330,Wish 143,nm1357838,Ian Barnes,nm1639314,Samantha Waite,1,0
1323,2011 Awards,Oscar,"Best Documentary, Short Subjects",tt1754549,,tt1754549,Strangers No More,nm0329139,Karen Goodman,nm0800232,Kirk Simon,1,1
1324,2011 Awards,Oscar,"Best Documentary, Short Subjects",tt1684897,,tt1684897,Killing in the Name,nm1160206,Jed Rothstein,,,1,0
1325,2011 Awards,Oscar,"Best Documentary, Short Subjects",tt1505384,,tt1505384,Poster Girl,nm0088753,Mitchell Block,nm3257331,Sara Nesson,1,0
1326,2011 Awards,Oscar,"Best Documentary, Short Subjects",tt1621975,,tt1621975,Sun Come Up,nm2503646,Jennifer Redfearn,nm0582758,Tim Metzger,1,0
1327,2011 Awards,Oscar,"Best Documentary, Short Subjects",tt1744887,,tt1744887,The Warriors of Qiugang,nm0002548,Ruby Yang,nm0502072,Thomas Lennon,1,0
1328,2011 Awards,Oscar,"Best Documentary, Features",tt1645089,,tt1645089,Inside Job,nm2480587,Charles Ferguson,nm2513737,Audrey Marrs,1,1
1329,2011 Awards,Oscar,"Best Documentary, Features",tt1587707,,tt1587707,Exit Through the Gift Shop,nm2612991,Banksy,nm3261008,Jaimie D'Cruz,1,0
1330,2011 Awards,Oscar,"Best Documentary, Features",tt1558250,,tt1558250,GasLand,nm1068198,Josh Fox,nm0012267,Trish Adlesic,1,0
1331,2011 Awards,Oscar,"Best Documentary, Features",tt1559549,,tt1559549,Restrepo,nm1770672,Tim Hetherington,nm0432631,Sebastian Junger,1,0
1332,2011 Awards,Oscar,"Best Documentary, Features",tt1268204,,tt1268204,Waste Land,nm1013671,Lucy Walker,nm2376154,Angus Aynsley,1,0
1333,2011 Awards,Oscar,Best Foreign Language Film of the Year,tt1340107,,tt1340107,In a Better World,tt1340107,Hævnen (original title),,,1,1
1334,2011 Awards,Oscar,Best Foreign Language Film of the Year,tt1164999,,tt1164999,Biutiful,,,,,1,0
1335,2011 Awards,Oscar,Best Foreign Language Film of the Year,tt1379182,,tt1379182,Dogtooth,tt1379182,Kynodontas (original title),,,1,0
1336,2011 Awards,Oscar,Best Foreign Language Film of the Year,tt1255953,,tt1255953,Incendies,,,,,1,0
1337,2011 Awards,Oscar,Best Foreign Language Film of the Year,tt1229381,,tt1229381,Outside the Law,tt1229381,Hors la loi (original title),,,1,0
1338,2011 Awards,Oscar,Best Animated Feature Film of the Year,tt0435761,,tt0435761,Toy Story 3,nm0881279,Lee Unkrich,,,1,1
1339,2011 Awards,Oscar,Best Animated Feature Film of the Year,tt0892769,,tt0892769,How to Train Your Dragon,nm0213450,Dean DeBlois,nm0761498,Chris Sanders,1,0
1340,2011 Awards,Oscar,Best Animated Feature Film of the Year,tt0775489,,tt0775489,The Illusionist,tt0775489,L'illusionniste (original title),nm0158984,Sylvain Chomet,1,0
1341,2011 Awards,Oscar,Best Achievement in Makeup,tt0780653,,tt0780653,The Wolfman,nm0000711,Rick Baker,nm0255642,Dave Elsey,1,1
1342,2011 Awards,Oscar,Best Achievement in Makeup,tt1423894,,tt1423894,Barney's Version,nm0606110,Adrien Morot,,,1,0
1343,2011 Awards,Oscar,Best Achievement in Makeup,tt1023114,,tt1023114,The Way Back,nm0377667,Edouard F. Henriques,nm0298727,Greg Funk,1,0
1344,2012 Awards,Oscar,Best Motion Picture of the Year,tt1655442,,tt1655442,The Artist,nm0486627,Thomas Langmann,,,1,1
1345,2012 Awards,Oscar,Best Motion Picture of the Year,tt0477302,,tt0477302,Extremely Loud & Incredibly Close,nm0748784,Scott Rudin,,,1,0
1346,2012 Awards,Oscar,Best Motion Picture of the Year,tt0970179,,tt0970179,Hugo,nm0454752,Graham King,nm0000217,Martin Scorsese,1,0
1347,2012 Awards,Oscar,Best Motion Picture of the Year,tt1605783,,tt1605783,Midnight in Paris,nm0036981,Letty Aronson,nm1008264,Stephen Tenenbaum,1,0
1348,2012 Awards,Oscar,Best Motion Picture of the Year,tt1210166,,tt1210166,Moneyball,nm0006894,Michael De Luca,nm0395267,Rachael Horovitz,1,0
1349,2012 Awards,Oscar,Best Motion Picture of the Year,tt1033575,,tt1033575,The Descendants,nm0121724,Jim Burke,nm0668247,Alexander Payne,1,0
1350,2012 Awards,Oscar,Best Motion Picture of the Year,tt1454029,,tt1454029,The Help,nm0337676,Brunson Green,nm0001060,Chris Columbus,1,0
1351,2012 Awards,Oscar,Best Motion Picture of the Year,tt0478304,,tt0478304,The Tree of Life,nm0338320,Sarah Green,nm0688361,Bill Pohlad,1,0
1352,2012 Awards,Oscar,Best Motion Picture of the Year,tt1568911,,tt1568911,War Horse,nm0000229,Steven Spielberg,nm0005086,Kathleen Kennedy,1,0
1353,2012 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0241121,,nm0241121,Jean Dujardin,tt1655442,The Artist,,,1,1
1354,2012 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0000093,,nm0000093,Brad Pitt,tt1210166,Moneyball,,,1,0
1355,2012 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0065007,,nm0065007,Demián Bichir,tt1554091,A Better Life,,,1,0
1356,2012 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0000198,,nm0000198,Gary Oldman,tt1340800,Tinker Tailor Soldier Spy,,,1,0
1357,2012 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0000123,,nm0000123,George Clooney,tt1033575,The Descendants,,,1,0
1358,2012 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0000658,,nm0000658,Meryl Streep,tt1007029,The Iron Lady,,,1,1
1359,2012 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0000335,,nm0000335,Glenn Close,tt1602098,Albert Nobbs,,,1,0
1360,2012 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0931329,,nm0931329,Michelle Williams,tt1655420,My Week with Marilyn,,,1,0
1361,2012 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm1913734,,nm1913734,Rooney Mara,tt1568346,The Girl with the Dragon Tattoo,,,1,0
1362,2012 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0205626,,nm0205626,Viola Davis,tt1454029,The Help,,,1,0
1363,2012 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm0001626,,nm0001626,Christopher Plummer,tt1532503,Beginners,,,1,1
1364,2012 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm1706767,,nm1706767,Jonah Hill,tt1210166,Moneyball,,,1,0
1365,2012 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm0000110,,nm0000110,Kenneth Branagh,tt1655420,My Week with Marilyn,,,1,0
1366,2012 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm0001884,,nm0001884,Max von Sydow,tt0477302,Extremely Loud & Incredibly Close,,,1,0
1367,2012 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm0000560,,nm0000560,Nick Nolte,tt1291584,Warrior,,,1,0
1368,2012 Awards,Oscar,Best Performance by an Actress in a Supporting Role,nm0818055,,nm0818055,Octavia Spencer,tt1454029,The Help,,,1,1
1369,2012 Awards,Oscar,Best Performance by an Actress in a Supporting Role,nm0067367,,nm0067367,Bérénice Bejo,tt1655442,The Artist,,,1,0
1370,2012 Awards,Oscar,Best Performance by an Actress in a Supporting Role,nm0005216,,nm0005216,Janet McTeer,tt1602098,Albert Nobbs,,,1,0
1371,2012 Awards,Oscar,Best Performance by an Actress in a Supporting Role,nm1567113,,nm1567113,Jessica Chastain,tt1454029,The Help,,,1,0
1372,2012 Awards,Oscar,Best Performance by an Actress in a Supporting Role,nm0565250,,nm0565250,Melissa McCarthy,tt1478338,Bridesmaids,,,1,0
1373,2012 Awards,Oscar,Best Achievement in Directing,nm0371890,,nm0371890,Michel Hazanavicius,tt1655442,The Artist,,,1,1
1374,2012 Awards,Oscar,Best Achievement in Directing,nm0668247,,nm0668247,Alexander Payne,tt1033575,The Descendants,,,1,0
1375,2012 Awards,Oscar,Best Achievement in Directing,nm0000217,,nm0000217,Martin Scorsese,tt0970179,Hugo,,,1,0
1376,2012 Awards,Oscar,Best Achievement in Directing,nm0000517,,nm0000517,Terrence Malick,tt0478304,The Tree of Life,,,1,0
1377,2012 Awards,Oscar,Best Achievement in Directing,nm0000095,,nm0000095,Woody Allen,tt1605783,Midnight in Paris,,,1,0
1378,2012 Awards,Oscar,"Best Writing, Original Screenplay",tt1605783,,tt1605783,Midnight in Paris,nm0000095,Woody Allen,,,1,1
1379,2012 Awards,Oscar,"Best Writing, Original Screenplay",tt1832382,,tt1832382,A Separation,tt1832382,Jodaeiye Nader az Simin (original title),nm1410815,Asghar Farhadi,1,0
1380,2012 Awards,Oscar,"Best Writing, Original Screenplay",tt1478338,,tt1478338,Bridesmaids,nm1325419,Kristen Wiig,nm1754239,Annie Mumolo,1,0
1381,2012 Awards,Oscar,"Best Writing, Original Screenplay",tt1615147,,tt1615147,Margin Call,nm1170855,J.C. Chandor,,,1,0
1382,2012 Awards,Oscar,"Best Writing, Original Screenplay",tt1655442,,tt1655442,The Artist,nm0371890,Michel Hazanavicius,,,1,0
1383,2012 Awards,Oscar,"Best Writing, Adapted Screenplay",tt1033575,,tt1033575,The Descendants,nm0668247,Alexander Payne,nm0269542,Nat Faxon,1,1
1384,2012 Awards,Oscar,"Best Writing, Adapted Screenplay",tt0970179,,tt0970179,Hugo,nm0517589,John Logan,,,1,0
1385,2012 Awards,Oscar,"Best Writing, Adapted Screenplay",tt1210166,,tt1210166,Moneyball,nm0001873,Steven Zaillian,nm0815070,Aaron Sorkin,1,0
1386,2012 Awards,Oscar,"Best Writing, Adapted Screenplay",tt1124035,,tt1124035,The Ides of March,nm0000123,George Clooney,nm0381416,Grant Heslov,1,0
1387,2012 Awards,Oscar,"Best Writing, Adapted Screenplay",tt1340800,,tt1340800,Tinker Tailor Soldier Spy,nm2091799,Bridget O'Connor,nm1661186,Peter Straughan,1,0
1388,2012 Awards,Oscar,Best Achievement in Cinematography,tt0970179,,tt0970179,Hugo,nm0724744,Robert Richardson,,,1,1
1389,2012 Awards,Oscar,Best Achievement in Cinematography,tt1655442,,tt1655442,The Artist,nm0771526,Guillaume Schiffman,,,1,0
1390,2012 Awards,Oscar,Best Achievement in Cinematography,tt1568346,,tt1568346,The Girl with the Dragon Tattoo,nm0188729,Jeff Cronenweth,,,1,0
1391,2012 Awards,Oscar,Best Achievement in Cinematography,tt0478304,,tt0478304,The Tree of Life,nm0523881,Emmanuel Lubezki,,,1,0
1392,2012 Awards,Oscar,Best Achievement in Cinematography,tt1568911,,tt1568911,War Horse,nm0001405,Janusz Kaminski,,,1,0
1393,2012 Awards,Oscar,Best Achievement in Art Direction,tt0970179,,tt0970179,Hugo,nm0274721,Dante Ferretti,nm0521302,Francesca Lo Schiavo,1,1
1394,2012 Awards,Oscar,Best Achievement in Art Direction,tt1201607,,tt1201607,Harry Potter and the Deathly Hallows: Part 2,tt1201607,Harry Potter and the Deathly Hallows - Part 2 (original title),nm0186023,Stuart Craig,1,0
1395,2012 Awards,Oscar,Best Achievement in Art Direction,tt1605783,,tt1605783,Midnight in Paris,nm0796740,Anne Seibel,nm0239571,Hélène Dubreuil,1,0
1396,2012 Awards,Oscar,Best Achievement in Art Direction,tt1655442,,tt1655442,The Artist,nm0071879,Laurence Bennett,nm0332481,Robert Gould,1,0
1397,2012 Awards,Oscar,Best Achievement in Art Direction,tt1568911,,tt1568911,War Horse,nm0141437,Rick Carter,nm0761227,Lee Sandales,1,0
1398,2012 Awards,Oscar,Best Achievement in Film Editing,tt1568346,,tt1568346,The Girl with the Dragon Tattoo,nm0908370,Angus Wall,nm0062775,Kirk Baxter,1,1
1399,2012 Awards,Oscar,Best Achievement in Film Editing,tt0970179,,tt0970179,Hugo,nm0774817,Thelma Schoonmaker,,,1,0
1400,2012 Awards,Oscar,Best Achievement in Film Editing,tt1210166,,tt1210166,Moneyball,nm0854403,Christopher Tellefsen,,,1,0
1401,2012 Awards,Oscar,Best Achievement in Film Editing,tt1655442,,tt1655442,The Artist,nm2691134,Anne-Sophie Bion,nm0371890,Michel Hazanavicius,1,0
1402,2012 Awards,Oscar,Best Achievement in Film Editing,tt1033575,,tt1033575,The Descendants,nm0855188,Kevin Tent,,,1,0
1403,2012 Awards,Oscar,Best Achievement in Costume Design,tt1655442,,tt1655442,The Artist,nm0108775,Mark Bridges,,,1,1
1404,2012 Awards,Oscar,Best Achievement in Costume Design,tt1521197,,tt1521197,Anonymous,nm0160425,Lisy Christl,,,1,0
1405,2012 Awards,Oscar,Best Achievement in Costume Design,tt0970179,,tt0970179,Hugo,nm0694309,Sandy Powell,,,1,0
1406,2012 Awards,Oscar,Best Achievement in Costume Design,tt1229822,,tt1229822,Jane Eyre,nm0640445,Michael O'Connor,,,1,0
1407,2012 Awards,Oscar,Best Achievement in Costume Design,tt1536048,,tt1536048,W.E.,nm0680218,Arianne Phillips,,,1,0
1408,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Song",tt1204342,,tt1204342,The Muppets,nm1235366,Bret McKenzie,,,1,1
1409,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Song",tt1436562,,tt1436562,Rio,nm0005223,Sergio Mendes,nm0113198,Carlinhos Brown,1,0
1410,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Score",tt1655442,,tt1655442,The Artist,nm0099753,Ludovic Bource,,,1,1
1411,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Score",tt0970179,,tt0970179,Hugo,nm0006290,Howard Shore,,,1,0
1412,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Score",tt0983193,,tt0983193,The Adventures of Tintin,nm0002354,John Williams,,,1,0
1413,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Score",tt1340800,,tt1340800,Tinker Tailor Soldier Spy,nm0407076,Alberto Iglesias,,,1,0
1414,2012 Awards,Oscar,"Best Achievement in Music Written for Motion Pictures, Original Score",tt1568911,,tt1568911,War Horse,nm0002354,John Williams,,,1,0
1415,2012 Awards,Oscar,Best Achievement in Sound Mixing,tt0970179,,tt0970179,Hugo,nm0281530,Tom Fleischman,nm0585611,John Midgley,1,1
1416,2012 Awards,Oscar,Best Achievement in Sound Mixing,tt1210166,,tt1210166,Moneyball,nm0010426,Deb Adair,nm0090580,Ron Bochar,1,0
1417,2012 Awards,Oscar,Best Achievement in Sound Mixing,tt1568346,,tt1568346,The Girl with the Dragon Tattoo,nm0662188,David Parker,nm0783713,Michael Semanick,1,0
1418,2012 Awards,Oscar,Best Achievement in Sound Mixing,tt1399103,,tt1399103,Transformers: Dark of the Moon,nm0751169,Greg P. Russell,nm0838707,Gary Summers,1,0
1419,2012 Awards,Oscar,Best Achievement in Sound Mixing,tt1568911,,tt1568911,War Horse,nm0003977,Gary Rydstrom,nm0625144,Andy Nelson,1,0
1420,2012 Awards,Oscar,Best Achievement in Sound Editing,tt0970179,,tt0970179,Hugo,nm0830958,Philip Stockton,nm0311267,Eugene Gearty,1,1
1421,2012 Awards,Oscar,Best Achievement in Sound Editing,tt0780504,,tt0780504,Drive,nm0070489,Lon Bender,nm0257905,Victor Ray Ennis,1,0
1422,2012 Awards,Oscar,Best Achievement in Sound Editing,tt1568346,,tt1568346,The Girl with the Dragon Tattoo,nm0460274,Ren Klyce,,,1,0
1423,2012 Awards,Oscar,Best Achievement in Sound Editing,tt1399103,,tt1399103,Transformers: Dark of the Moon,nm0886399,Ethan Van der Ryn,nm0007321,Erik Aadahl,1,0
1424,2012 Awards,Oscar,Best Achievement in Sound Editing,tt1568911,,tt1568911,War Horse,nm0405232,Richard Hymns,nm0003977,Gary Rydstrom,1,0
1425,2012 Awards,Oscar,Best Achievement in Visual Effects,tt0970179,,tt0970179,Hugo,nm0499215,Robert Legato,nm0930998,Joss Williams,1,1
1426,2012 Awards,Oscar,Best Achievement in Visual Effects,tt1201607,,tt1201607,Harry Potter and the Deathly Hallows: Part 2,tt1201607,Harry Potter and the Deathly Hallows - Part 2 (original title),nm0121888,Tim Burke,1,0
1427,2012 Awards,Oscar,Best Achievement in Visual Effects,tt0433035,,tt0433035,Real Steel,nm0621716,Erik Nash,nm0742603,John Rosengrant,1,0
1428,2012 Awards,Oscar,Best Achievement in Visual Effects,tt1318514,,tt1318514,Rise of the Planet of the Apes,nm0504784,Joe Letteri,nm0501424,Dan Lemmon,1,0
1429,2012 Awards,Oscar,Best Achievement in Visual Effects,tt1399103,,tt1399103,Transformers: Dark of the Moon,nm0268141,Scott Farrar,nm1388484,Scott Benza,1,0
1430,2012 Awards,Oscar,"Best Short Film, Animated",tt1778342,,tt1778342,The Fantastic Flying Books of Mr. Morris Lessmore,nm0431622,William Joyce,nm1099141,Brandon Oldenburg,1,1
1431,2012 Awards,Oscar,"Best Short Film, Animated",tt1964446,,tt1964446,A Morning Stroll,nm1487762,Grant Orchard,nm1516583,Sue Goffe,1,0
1432,2012 Awards,Oscar,"Best Short Film, Animated",tt1957945,,tt1957945,La Luna,nm1154836,Enrico Casarosa,,,1,0
1433,2012 Awards,Oscar,"Best Short Film, Animated",tt1895334,,tt1895334,Sunday,tt1895334,Dimanche (original title),nm4420977,Patrick Doyon,1,0
1434,2012 Awards,Oscar,"Best Short Film, Animated",tt2097943,,tt2097943,Wild Life,nm0285428,Amanda Forbis,nm0863195,Wendy Tilby,1,0
1435,2012 Awards,Oscar,"Best Short Film, Live Action",tt2201259,,tt2201259,The Shore,nm0313623,Terry George,nm1599010,Oorlagh George,1,1
1436,2012 Awards,Oscar,"Best Short Film, Live Action",tt1866218,,tt1866218,Pentecost,nm0567945,Peter McDonald,nm2276885,Eimear O'Kane,1,0
1437,2012 Awards,Oscar,"Best Short Film, Live Action",tt1819651,,tt1819651,Raju,nm2020448,Max Zähle,nm4269794,Stefan Gieren,1,0
1438,2012 Awards,Oscar,"Best Short Film, Live Action",tt1733689,,tt1733689,Time Freak,nm1577772,Andrew Bowler,nm0146592,Gigi Causey,1,0
1439,2012 Awards,Oscar,"Best Short Film, Live Action",tt2061843,,tt2061843,Tuba Atlantic,nm2523083,Hallvar Witzø,,,1,0
1440,2012 Awards,Oscar,"Best Documentary, Short Subjects",tt2140371,,tt2140371,Saving Face,nm0432616,Daniel Junge,nm1581464,Sharmeen Obaid-Chinoy,1,1
1441,2012 Awards,Oscar,"Best Documentary, Short Subjects",tt2210633,,tt2210633,God Is the Bigger Elvis,nm1095640,Rebecca Cammisa,nm1088893,Julie Anderson,1,0
1442,2012 Awards,Oscar,"Best Documentary, Short Subjects",tt1746180,,tt1746180,Incident in New Baghdad,nm0819011,James Spione,,,1,0
1443,2012 Awards,Oscar,"Best Documentary, Short Subjects",tt1844056,,tt1844056,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,nm4325872,Robin Fryday,nm0231000,Gail Dolgin,1,0
1444,2012 Awards,Oscar,"Best Documentary, Short Subjects",tt2028578,,tt2028578,The Tsunami and the Cherry Blossom,nm1013671,Lucy Walker,nm0141379,Kira Carstensen,1,0
1445,2012 Awards,Oscar,"Best Documentary, Features",tt1860355,,tt1860355,Undefeated,nm2418675,Daniel Lindsay,nm1390562,T.J. Martin,1,1
1446,2012 Awards,Oscar,"Best Documentary, Features",tt1748043,,tt1748043,Hell and Back Again,nm3653362,Danfung Dennis,nm0503631,Mike Lerner,1,0
1447,2012 Awards,Oscar,"Best Documentary, Features",tt1787725,,tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,nm1903582,Marshall Curry,nm2014414,Sam Cullman,1,0
1448,2012 Awards,Oscar,"Best Documentary, Features",tt2028530,,tt2028530,Paradise Lost 3: Purgatory,nm0075666,Joe Berlinger,nm0802501,Bruce Sinofsky,1,0
1449,2012 Awards,Oscar,"Best Documentary, Features",tt1440266,,tt1440266,Pina,nm0000694,Wim Wenders,nm1868176,Gian-Piero Ringel,1,0
1450,2012 Awards,Oscar,Best Foreign Language Film of the Year,tt1832382,,tt1832382,A Separation,tt1832382,Jodaeiye Nader az Simin (original title),,,1,1
1451,2012 Awards,Oscar,Best Foreign Language Film of the Year,tt1821593,,tt1821593,Bullhead,tt1821593,Rundskop (original title),,,1,0
1452,2012 Awards,Oscar,Best Foreign Language Film of the Year,tt1445520,,tt1445520,Footnote,tt1445520,Hearat Shulayim (original title),,,1,0
1453,2012 Awards,Oscar,Best Foreign Language Film of the Year,tt1417075,,tt1417075,In Darkness,tt1417075,W ciemnosci (original title),,,1,0
1454,2012 Awards,Oscar,Best Foreign Language Film of the Year,tt2011971,,tt2011971,Monsieur Lazhar,,,,,1,0
1455,2012 Awards,Oscar,Best Animated Feature Film of the Year,tt1192628,,tt1192628,Rango,nm0893659,Gore Verbinski,,,1,1
1456,2012 Awards,Oscar,Best Animated Feature Film of the Year,tt1673702,,tt1673702,A Cat in Paris,tt1673702,Une vie de chat (original title),nm0300944,Alain Gagnol,1,0
1457,2012 Awards,Oscar,Best Animated Feature Film of the Year,tt1235830,,tt1235830,Chico & Rita,nm0874096,Fernando Trueba,nm0973475,Javier Mariscal,1,0
1458,2012 Awards,Oscar,Best Animated Feature Film of the Year,tt1302011,,tt1302011,Kung Fu Panda 2,nm0950775,Jennifer Yuh Nelson,,,1,0
1459,2012 Awards,Oscar,Best Animated Feature Film of the Year,tt0448694,,tt0448694,Puss in Boots,nm1844237,Chris Miller,,,1,0
1460,2012 Awards,Oscar,Best Achievement in Makeup,tt1007029,,tt1007029,The Iron Lady,nm0183418,Mark Coulier,nm0375187,J. Roy Helland,1,1
1461,2012 Awards,Oscar,Best Achievement in Makeup,tt1602098,,tt1602098,Albert Nobbs,nm0180355,Martial Corneville,nm0425699,Lynn Johnston,1,0
1462,2012 Awards,Oscar,Best Achievement in Makeup,tt1201607,,tt1201607,Harry Potter and the Deathly Hallows: Part 2,tt1201607,Harry Potter and the Deathly Hallows - Part 2 (original title),nm0240183,Nick Dudman,1,0
1463,2013 Awards,Oscar,Best Motion Picture of the Year,tt1024648,,tt1024648,Argo,nm0381416,Grant Heslov,nm0000255,Ben Affleck,1,1
1464,2013 Awards,Oscar,Best Motion Picture of the Year,tt1602620,,tt1602620,Amour,nm0036155,Stefan Arndt,nm0617705,Margaret Ménégoz,1,0
1465,2013 Awards,Oscar,Best Motion Picture of the Year,tt2125435,,tt2125435,Beasts of the Southern Wild,nm1885766,Dan Janvey,nm3017255,Josh Penn,1,0
1466,2013 Awards,Oscar,Best Motion Picture of the Year,tt1853728,,tt1853728,Django Unchained,nm0792049,Stacey Sher,nm0399737,Reginald Hudlin,1,0
1467,2013 Awards,Oscar,Best Motion Picture of the Year,tt1707386,,tt1707386,Les Misérables,nm0079677,Tim Bevan,nm0271479,Eric Fellner,1,0
1468,2013 Awards,Oscar,Best Motion Picture of the Year,tt0454876,,tt0454876,Life of Pi,nm0626696,Gil Netter,nm0000487,Ang Lee,1,0
1469,2013 Awards,Oscar,Best Motion Picture of the Year,tt0443272,,tt0443272,Lincoln,nm0000229,Steven Spielberg,nm0005086,Kathleen Kennedy,1,0
1470,2013 Awards,Oscar,Best Motion Picture of the Year,tt1045658,,tt1045658,Silver Linings Playbook,nm0317642,Donna Gigliotti,nm0169260,Bruce Cohen,1,0
1471,2013 Awards,Oscar,Best Motion Picture of the Year,tt1790885,,tt1790885,Zero Dark Thirty,nm1676793,Mark Boal,nm0000941,Kathryn Bigelow,1,0
1472,2013 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0000358,,nm0000358,Daniel Day-Lewis,tt0443272,Lincoln,,,1,1
1473,2013 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0177896,,nm0177896,Bradley Cooper,tt1045658,Silver Linings Playbook,,,1,0
1474,2013 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0000243,,nm0000243,Denzel Washington,tt1907668,Flight,,,1,0
1475,2013 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0413168,,nm0413168,Hugh Jackman,tt1707386,Les Misérables,,,1,0
1476,2013 Awards,Oscar,Best Performance by an Actor in a Leading Role,nm0001618,,nm0001618,Joaquin Phoenix,tt1560747,The Master,,,1,0
1477,2013 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm2225369,,nm2225369,Jennifer Lawrence,tt1045658,Silver Linings Playbook,,,1,1
1478,2013 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0728938,,nm0728938,Emmanuelle Riva,tt1602620,Amour,,,1,0
1479,2013 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm1567113,,nm1567113,Jessica Chastain,tt1790885,Zero Dark Thirty,,,1,0
1480,2013 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm0915208,,nm0915208,Naomi Watts,tt1649419,The Impossible,tt1649419,Lo imposible (original title),1,0
1481,2013 Awards,Oscar,Best Performance by an Actress in a Leading Role,nm4832920,,nm4832920,Quvenzhané Wallis,tt2125435,Beasts of the Southern Wild,,,1,0
1482,2013 Awards,Oscar,Best Performance by an Actor in a Supporting Role,nm0910607,,nm0910607,Christoph Waltz,tt1853728,Django Unchained,,,1,1
